or_name,ee_name,deal_date,n_patents,seller_cik,buyer_cik
INTERNATIONAL BUSINESS MACHINES CORPORATION,SERVICENOW INC,2018-01-02,22,51143.0,1373715.0
INTERNATIONAL BUSINESS MACHINES CORPORATION,TESSERA INC,2019-12-27,55,51143.0,
INTERNATIONAL BUSINESS MACHINES CORPORATION,UTOPUS INSIGHTS INC,2017-03-13,25,51143.0,
INTERNATIONAL GAME TECHNOLOGY,IGT,2002-10-22,25,1931717.0,
INTRALUMINAL THERAPEUTICS INC,KENSEY NASH CORPORATION,2006-05-23,25,1001316.0,
INTUITIVE SURGICAL INC,INTUITIVE SURGICAL OPERATIONS INC,2010-02-19,228,1035267.0,1035267.0
INVARIUM INC,CADENCE DESIGN SYSTEMS INC,2008-06-04,24,,813672.0
IP HOLDINGS INC,SMART MOBILE INC,2015-07-24,45,1681206.0,
ISP INVESTMENTS INC,TROY TECHNOLOGY II INC,2015-07-01,28,,1779474.0
IVE JONATHAN P,APPLE COMPUTER INC,2005-11-28,21,,320193.0
IVE JONATHAN P,APPLE INC,2007-12-21,35,,320193.0
IVE JONATHAN P,APPLE INC,2014-01-21,22,,320193.0
IVE JONATHAN P,APPLE INC,2014-12-09,22,,320193.0
IVE JONATHAN P,APPLE INC,2015-02-05,63,,320193.0
IVE JONATHAN P,APPLE INC,2016-03-01,20,,320193.0
IVE JONATHAN P,APPLE INC,2020-11-04,28,,320193.0
IZALLALEN MOUNIR,EASTMAN CHEMICAL COMPANY,2019-09-17,25,,915389.0
JAEDE JULIAN,APPLE INC,2020-08-07,20,,320193.0
JAHNES CHRISTOPHER V,INTERNATIONAL BUSINESS MACHINES CORPORATION,2014-01-30,24,,51143.0
JAIN MANISHA,AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC,2006-11-28,21,,4962.0
JAKOBOVITS AYA,AGENSYS INC,2002-05-06,51,,924383.0
JDA TECHNOLOGIES US INC,JDA SOFTWARE GROUP INC,2011-05-24,66,1321834.0,
JENKINS BARRETT,GANART TECHNOLOGIES INC,2010-01-14,21,,1321834.0
JENSEN STEVEN D,CAO GROUP INC,2015-05-28,28,,1419559.0
JEON BEOM JIN,LG ELECTRONICS INC,2008-12-29,26,,2058873.0
JEON BYEONGMOON,LG ELECTRONICS INC,2014-04-29,21,,2058873.0
JEON BYEUNGWOO,SK TELECOM CO LTD,2010-10-12,23,,1015650.0
JEON BYEUNGWOO,SK TELECOM CO LTD,2011-03-07,21,,1015650.0
JEON BYEUNGWOO,SK TELECOM CO LTD,2013-05-30,32,,1015650.0
JEON HOIL,LG ELECTRONICS INC,2020-02-07,37,,2058873.0
JI SEUNGHYUN,LG ELECTRONICS INC,2020-01-07,27,,2058873.0
JOBS STEVE,APPLE COMPUTER INC,2005-11-16,20,,320193.0
JOBS STEVE,APPLE INC,2008-02-05,28,,320193.0
JOHN DEERE GMBH CO KG,DEERE COMPANY,2014-12-19,217,315189.0,
JOHNSON CONTROLS TECHNOLOGY COMPANY,CPS TECHNOLOGY HOLDINGS LLC,2019-04-30,100,200406.0,
JOHNSON CONTROLS TECHNOLOGY COMPANY,JOHNSON CONTROLS TYCO IP HOLDINGS LLP,2021-08-06,23,200406.0,200406.0
JOHNSON CONTROLS TECHNOLOGY COMPANY,VISTEON GLOBAL TECHNOLOGIES INC,2014-07-01,21,200406.0,1321834.0
JOHNSON ERIC,CRUX BIOMEDICAL INC,2006-06-22,24,200406.0,
JOHNSON JASON,AUGUST HOME INC,2017-03-26,37,200406.0,
JOHNSON JOSEPH M,REALLY RIGHT STUFF LLC,2015-10-23,21,200406.0,
JOHNSON JOSEPH M SR,REALLY RIGHT STUFF LLC,2015-10-23,23,200406.0,
JOHNSON KARA W,IDEO LP,2014-02-20,23,200406.0,
JOHNSON KARL S,MICRON ELECTRONICS INC,1998-02-10,23,200406.0,
JOHNSON TODD W,MILWAUKEE ELECTRIC TOOL CORPORATION,2004-09-02,47,200406.0,
JOHNSON TODD W,MILWAUKEE ELECTRIC TOOL CORPORATION,2005-09-21,22,200406.0,
JONES TODD K,LIGAND PHARMACEUTICALS INC,2000-09-22,35,,886163.0
JOO JUNGHYUN,LG ELECTRONICS INC,2019-10-28,23,,2058873.0
JUNG HANJIN,LG ELECTRONICS INC,2016-12-29,23,,2058873.0
JUNG MIJIN,LG ELECTRONICS INC,2019-10-28,23,,2058873.0
JUNG SUNGHOON,LG ELECTRONICS INC,2016-06-02,22,,2058873.0
KADRI ROMI,SONOS INC,2016-12-01,34,,1314727.0
KALVIG ANDREA BETH,PIONEER HIBRED INTERNATIONAL INC,2018-04-13,49,,105319.0
KALVIG ANDREA BETH,PIONEER HIBRED INTERNATIONAL INC,2019-08-13,31,,105319.0
KALYRA PHARMACEUTICALS INC,ZENO ROYALTIES MILESTONES LLC,2018-07-25,39,1691082.0,
KAMATH APURV U,DEXCOM INC,2004-01-12,58,,1093557.0
KAMATH APURV U,DEXCOM INC,2005-03-30,26,,1093557.0
KAMATH APURV ULLAS,DEXCOM INC,2009-01-07,24,,1093557.0
KAMSHAD KOUROSH,SEURAT TECHNOLOGIES INC,2016-10-26,24,,1321834.0
KANG JIWON,LG ELECTRONICS INC,2018-09-11,33,,2058873.0
KANG KYUNG WON,LG ELECTRONICS INC,2001-08-08,26,,2058873.0
KANGAS DANIEL J,FORD GLOBAL TECHNOLOGIES LLC,2018-03-28,20,,932021.0
KAOUD EHAB N,FORD GLOBAL TECHNOLOGIES LLC,2020-01-31,45,,932021.0
KAPOOR CHET,BEA SYSTEMS INC,2005-08-02,27,,1352010.0
KARUBE DAISUKE,DAIKIN INDUSTRIES LTD,2020-08-21,20,,1446519.0
KASI JAYARAM,BEA SYSTEMS INC,2005-07-22,26,,1352010.0
KATZ JEFF,BROYHILL FURNITURE INDUSTRIES INC,2004-03-25,21,,72162.0
KATZ JEFFREY,BROYHILL FURNITURE INDUSTRIES INC,2003-06-20,25,,72162.0
KEIM HOLGER,RIGEL PHARMACEUTICALS INC,2003-03-04,20,,1034842.0
KELLY THOMAS,BAXTER INTERNATIONAL INC,2005-01-26,28,,10456.0
KERR DUNCAN ROBERT,APPLE COMPUTER INC,2005-10-21,22,,320193.0
KERR DUNCAN ROBERT,APPLE INC,2007-12-17,35,,320193.0
KERR DUNCAN ROBERT,APPLE INC,2014-12-09,21,,320193.0
KERR DUNCAN ROBERT,APPLE INC,2015-01-19,38,,320193.0
KERR DUNCAN ROBERT,APPLE INC,2020-07-01,20,,320193.0
KIA AMIRALI,ILLUMINA INC,2019-08-06,28,,1110803.0
KIM BYOUNG GILL,LG ELECTRONICS INC,2007-07-04,32,,2058873.0
KIM BYOUNG GILL,LG ELECTRONICS INC,2007-07-26,31,,2058873.0
KIM BYOUNG GILL,LG ELECTRONICS INC,2008-08-26,49,,2058873.0
KIM CHULHO,INTERNATIONAL BUSINESS MACHINES CORPORATION,2008-01-31,21,,51143.0
KIM DONG SOO,LG ELECTRONICS INC,2006-12-01,20,,2058873.0
KIM EUNSUN,LG ELECTRONICS INC,2018-08-08,21,,2058873.0
KIM EUNSUN,LG ELECTRONICS INC,2018-09-08,24,,2058873.0
KIM HAEKWANG,SK TELECOM CO LTD,2010-10-16,22,,1015650.0
KIM HAEKWANG,SK TELECOM CO LTD,2013-07-13,28,,1015650.0
KIM HAYOON,SK TELECOM CO LTD,2010-12-23,23,,1015650.0
KIM HAYOON,SK TELECOM CO LTD,2011-03-04,21,,1015650.0
KIM HYEWON,LG ELECTRONICS INC,2019-08-20,21,,2058873.0
KIM JAEHYUNG,LG ELECTRONICS INC,2016-04-04,23,,2058873.0
KIM JIN PIL,LG ELECTRONICS INC,2004-10-25,48,,2058873.0
KIM JIN PIL,LG ELECTRONICS INC,2006-09-29,23,,2058873.0
KIM JIN PIL,LG ELECTRONICS INC,2008-08-14,31,,2058873.0
KIM JIN PIL,LG ELECTRONICS INC,2008-10-20,35,,2058873.0
KIM JIN WOO,LG ELECTRONICS INC,2006-09-29,24,,2058873.0
KIM JIN WOO,LG ELECTRONICS INC,2007-07-04,36,,2058873.0
KIM JIN WOO,LG ELECTRONICS INC,2007-07-26,31,,2058873.0
KIM JIN WOO,LG ELECTRONICS INC,2008-08-26,49,,2058873.0
KIM JINJU,LG ELECTRONICS INC,2017-04-04,33,,2058873.0
KIM JONG MOON,LG ELECTRONICS INC,2006-09-29,24,,2058873.0
KIM JONG MOON,LG ELECTRONICS INC,2007-07-04,32,,2058873.0
KIM JONG MOON,LG ELECTRONICS INC,2007-07-26,31,,2058873.0
KIM JONG MOON,LG ELECTRONICS INC,2008-03-05,23,,2058873.0
KIM JUNGSUN,LG ELECTRONICS INC,2014-02-20,20,,2058873.0
KIM JUNKI,LG ELECTRONICS INC,2019-12-02,20,,2058873.0
KIM KIJUN,LG ELECTRONICS INC,2018-09-11,30,,2058873.0
KIM KYOUNGJOUNG,LG ELECTRONICS INC,2017-02-13,21,,2058873.0
KIM MIN GYU,LG ELECTRONICS INC,2011-10-19,22,,2058873.0
KIM MIN GYU,LG ELECTRONICS INC,2012-07-16,26,,2058873.0
KIM MINGYU,LG ELECTRONICS INC,2013-02-19,35,,2058873.0
KIM MIYOUNG,LG ELECTRONICS INC,2016-12-29,27,,2058873.0
KIM NAMHEE,LG ELECTRONICS INC,2017-04-17,39,,2058873.0
KIM RYAN YONG,BELKIN INTERNATIONAL INC,2014-09-24,26,,105319.0
KIM SEUNGHWAN,LG ELECTRONICS INC,2022-01-01,91,,2058873.0
KIM SOJIN,LG ELECTRONICS INC,2020-01-07,27,,2058873.0
KIM SOOHYOUNG,FORD GLOBAL TECHNOLOGIES LLC,2018-06-19,43,,932021.0
KIM SOOYEON,LG ELECTRONICS INC,2016-12-29,27,,2058873.0
KIM TAEHO,LG ELECTRONICS INC,2019-10-28,23,,2058873.0
KIM TAEK SOO,LG ELECTRONICS INC,2008-12-29,26,,2058873.0
KIM YOOSEOK,LG ELECTRONICS INC,2016-12-01,25,,2058873.0
KIM YOOSEOK,LG ELECTRONICS INC,2017-07-01,33,,2058873.0
KIM YOUNG IN,LG ELECTRONICS INC,2006-09-29,24,,2058873.0
KIM YOUNGKYOUNG,LG ELECTRONICS INC,2016-12-01,23,,2058873.0
KIM YOUNSOO,LG ELECTRONICS INC,2016-12-01,25,,2058873.0
KIM YOUNSOO,LG ELECTRONICS INC,2017-07-01,21,,2058873.0
KIMBERLYCLARK CORPORATION,PROCTER GAMBLE COMPANY THE,1997-10-13,32,,80424.0
KIMBERLYCLARK TISSUE COMPANY,PROCTER GAMBLE COMPANY THE,1997-10-13,33,,80424.0
KIMBERLYCLARK WORLDWIDE INC,SORRENTO THERAPEUTICS INC,2018-07-02,35,,1484565.0
KIMCHI GUR,AMAZON TECHNOLOGIES INC,2015-01-16,22,,1321834.0
KING OF FANS INC,CHIEN LUEN INDUSTRIES CO LTD INC,2008-08-20,20,,72162.0
KING OF FANS INC,CHIEN LUEN INDUSTRIES CO LTD INC,2008-08-25,81,,72162.0
KIRKIZLAR HUSEYIN ESER,NATERA INC,2015-04-17,32,,1604821.0
KIVA SYSTEMS LLC,AMAZON TECHNOLOGIES INC,2012-09-06,22,,1321834.0
KLINE DANIEL S,DEXCOM INC,2005-03-08,20,,1093557.0
KO ALLAN,AMAZON TECHNOLOGIES INC,2016-01-13,20,,1321834.0
KO WOOSUK,LG ELECTRONICS INC,2016-04-04,27,,2058873.0
KOEKOEK MENNO,TECHNOLOGIES HOLDINGS CORP,2012-04-11,53,,2186.0
KOMATSU YUZO,DAIKIN INDUSTRIES LTD,2020-08-26,20,,1446519.0
KONINKLIJKE PHILIPS ELECTRONICS NV,CHI MEI OPTOELECTRONICS CORPORATION,2008-06-09,37,313216.0,
KONINKLIJKE PHILIPS ELECTRONICS NV,NXP BV,2007-07-04,33,313216.0,
KONINKLIJKE PHILIPS NV,LUMILEDS LLC,2017-04-28,30,313216.0,
KONINKLIJKE PHILIPS NV,MINICARE BV,2018-04-26,30,313216.0,
KONINKLIJKE PHILIPS NV,PHILIPS LIGHTING HOLDING BV,2016-02-01,156,313216.0,
KONINKLIJKE PHILIPS NV,PHILIPS PHOTONICS GMBH,2019-03-28,33,313216.0,
KOO MOONMO,LG ELECTRONICS INC,2021-12-27,32,,2058873.0
KOTTOMTHARAYIL RAJIV,COMMVAULT SYSTEMS INC,2008-05-14,40,,1169561.0
KOTTOMTHARAYIL RAJIV,COMMVAULT SYSTEMS INC,2008-09-15,20,,1169561.0
KOVEL KIM,NIKE INC,2018-11-01,23,,320187.0
KUMAR MAYANK,TILE INC,2016-10-28,21,,1552800.0
KUMARASAMY PARAMASIVAM,COMMVAULT SYSTEMS INC,2013-03-04,25,,1169561.0
KWAK KOOK YEON,LG ELECTRONICS INC,2001-08-08,26,,2058873.0
KWAK KOOK YEON,LG ELECTRONICS INC,2006-09-29,23,,2058873.0
KWAK KOOK YEON,LG ELECTRONICS INC,2007-07-04,22,,2058873.0
KWAK KOOK YEON,LG ELECTRONICS INC,2007-07-27,26,,2058873.0
KWAK KOOK YEON,LG ELECTRONICS INC,2008-08-18,44,,2058873.0
LAMBETH DAVID N,DYNAMICS INC,2008-12-18,29,,1022671.0
LAMM STEFAN,FORD GLOBAL TECHNOLOGIES LLC,2007-11-30,21,,932021.0
LANCIA DAVID R JR,FORMA THERAPEUTICS INC,2016-06-20,20,,1001316.0
LANDISGYR TECHNOLOGY INC,LANDISGYR INNOVATIONS INC,2017-03-10,22,1779474.0,
LARKIN CARL,AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC,2004-07-15,20,,4962.0
LAURO PAUL A,INTERNATIONAL BUSINESS MACHINES CORPORATION,1993-05-03,38,,51143.0
LAWSON JEFF,TWILIO INC,2012-10-03,22,,1447669.0
LAZIER COLIN LAIRD,AMAZON TECHNOLOGIES INC,2015-07-29,26,,1321834.0
LEABMAN MICHAEL A,MOVANO INC,2019-11-12,31,,1734750.0
LEARD FRANCIS L,SEURAT TECHNOLOGIES INC,2016-10-26,24,,1321834.0
LEATHER MARK,ADVANCED MICRO DEVICES INC,2012-03-30,20,,2488.0
LEE 2 DONGHOON,LG ELECTRONICS INC,2021-03-30,28,,2058873.0
LEE ALLISON WAINGOLD,SNOWFLAKE COMPUTING INC,2015-03-09,32,,1640147.0
LEE BUMSANG,LG ELECTRONICS INC,2019-10-28,23,,2058873.0
LEE CHUL SOO,LG ELECTRONICS INC,2008-08-18,31,,2058873.0
LEE CHUL SOO,LG ELECTRONICS INC,2008-10-13,66,,2058873.0
LEE DONGHOON,LG ELECTRONICS INC,2021-03-30,47,,2058873.0
LEE HOPHIL,LG ELECTRONICS INC,2017-02-13,21,,2058873.0
LEE HYOUNG GON,LG ELECTRONICS INC,2006-09-29,24,,2058873.0
LEE HYOUNG GON,LG ELECTRONICS INC,2007-07-04,37,,2058873.0
LEE HYOUNG GON,LG ELECTRONICS INC,2007-07-26,31,,2058873.0
LEE HYOUNG GON,LG ELECTRONICS INC,2008-08-28,50,,2058873.0
LEE JIHONG,LG ELECTRONICS INC,2015-06-19,22,,2058873.0
LEE JONGHAK,LG ELECTRONICS INC,2020-01-07,27,,2058873.0
LEE JOON HUI,LG ELECTRONICS INC,2008-08-14,29,,2058873.0
LEE JUNGHWAN,LG ELECTRONICS INC,2019-08-20,21,,2058873.0
LEE KYUNGAH,LG ELECTRONICS INC,2013-07-22,20,,2058873.0
LEE KYUNGAH,LG ELECTRONICS INC,2020-02-07,37,,2058873.0
LEE MOON IL,LG ELECTRONICS INC,2012-04-25,24,,2058873.0
LEE MYUNGWHOON,LG ELECTRONICS INC,2020-01-08,24,,2058873.0
LEE SEUNGHOON,FORD GLOBAL TECHNOLOGIES LLC,2013-02-11,25,,932021.0
LEE TAEKGI,LG ELECTRONICS INC,2017-04-26,22,,2058873.0
LEE WOOKYONG,LG ELECTRONICS INC,2021-03-30,47,,2058873.0
LEE YONGHO,LG ELECTRONICS INC,2016-12-01,47,,2058873.0
LEE YONGHO,LG ELECTRONICS INC,2018-06-01,36,,2058873.0
LEE YOUNGDAE,LG ELECTRONICS INC,2009-07-28,26,,2058873.0
LEE YOUNGDAE,LG ELECTRONICS INC,2016-06-02,21,,2058873.0
LEE YUNGLYUL,SK TELECOM CO LTD,2010-10-16,23,,1015650.0
LEE YUNGLYUL,SK TELECOM CO LTD,2011-02-25,20,,1015650.0
LEE YUNGLYUL,SK TELECOM CO LTD,2013-07-12,31,,1015650.0
LETOURNEAU JACK J,SKYLER TECHNOLOGY INC,2005-03-23,21,,1819974.0
LETOURNEAU JACK J,SKYLER TECHNOLOGY INC,2006-06-21,20,,1819974.0
LETTAU TYLER,TILE INC,2016-10-27,21,,1552800.0
LEWIS JERRY D,INTERNATIONAL BUSINESS MACHINES CORPORATION,1997-04-14,21,,51143.0
LG ELECTRONICS INC,OPTIS CELLULAR TECHNOLOGY LLC,2013-12-19,27,2058873.0,
LI HUI,RIGEL PHARMACEUTICALS INC,2003-03-04,20,,1034842.0
LI SHUAI,HERMES MICROVISION INC,2016-12-22,28,,65770.0
LI YIZE,ALIBABA GROUP HOLDING LIMITED,2020-03-09,22,,1577552.0
LI YONG,JOHNSON ELECTRIC SA,2016-08-25,22,,200406.0
LI YUE,JOHNSON ELECTRIC SA,2016-08-25,22,,200406.0
LI ZHIGUO,ALIBABA GROUP HOLDING LIMITED,2020-03-20,28,,1577552.0
LIANG GEORGE,FLORIDA TURBINE TECHNOLOGIES INC,2010-04-29,24,,1321834.0
LICKRISH DAVID,IRONSHORE PHARMACEUTICALS DEVELOPMENT INC,2013-10-29,20,,1691082.0
LICOR INC,PACIFIC BIOSCIENCES OF CALIFORNIA INC,2007-08-27,24,,1299130.0
LIM CHULMIN,LG ELECTRONICS INC,2019-10-28,23,,2058873.0
LIM JAE HYUN,LG ELECTRONICS INC,2006-12-01,20,,2058873.0
LIM JAEHYUN,LG ELECTRONICS INC,2021-12-29,41,,2058873.0
LIM JEONGYEON,SK TELECOM CO LTD,2013-03-07,22,,1015650.0
LIM JEONGYEON,SK TELECOM CO LTD,2013-05-28,39,,1015650.0
LIM STEPHEN,PEPSICO INC,2012-02-24,20,,77476.0
LIM STEPHEN,PEPSICO INC,2013-12-19,22,,77476.0
LIN WENJIAN,QUALCOMM MEMS TECHNOLOGIES INC,2006-03-24,29,,1321834.0
LINK JOHN O,GILEAD SCIENCES INC,2013-10-17,27,,882095.0
LIQUID CARBONIC CORPORATION,PRAXAIR TECHNOLOGY INC,1997-12-02,33,,1779474.0
LIRA SARA JANE,PIONEER HIBRED INTERNATIONAL INC,2020-03-23,20,,105319.0
LIU CHIHCHENG,CHANGXIN MEMORY TECHNOLOGIES INC,2021-07-20,23,,1321834.0
LIU DAVID,STEM CENTRX INC,2013-02-22,32,,1758766.0
LIU JIAWEI,ALIBABA GROUP HOLDING LIMITED,2019-12-12,22,,1577552.0
LIU XUEDONG,HERMES MICROVISION INC,2016-12-21,22,,65770.0
LOCKHEED MARTIN CORPORATION,BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRATION INC,2000-11-27,68,,708781.0
LOEW ANDREAS,ELSTAR THERAPEUTICS INC,2021-02-16,23,,1001316.0
LOW GLEN OLIVER,STEELCASE INC,2012-10-12,22,,1050825.0
LSI CORPORATION,NETAPP INC,2011-05-06,25,,1002047.0
LU PENGCHENG,BOE TECHNOLOGY GROUP CO LTD,2017-04-27,21,,1852440.0
LU WEI,FORMA THERAPEUTICS INC,2016-06-20,20,,1001316.0
LUCAS EARL,FORD GLOBAL TECHNOLOGIES LLC,2017-03-02,24,,932021.0
LUCAS EARL C,FORD GLOBAL TECHNOLOGIES LLC,2017-10-24,34,,932021.0
LUCENT TECHNOLOGIES INC,AGERE SYSTEMS GUARDIAN CORP,2001-01-30,103,1726079.0,
LUCENT TECHNOLOGIES INC,AGERE SYSTEMS INC,2001-01-30,57,1726079.0,
LUCENT TECHNOLOGIES INC,AGERE SYSTEMS INC,2002-05-31,31,1726079.0,
LUCENT TECHNOLOGIES INC,AGERE SYSTEMS OPTOELECTRONICS GUARDIAN CORP,2001-01-30,37,1726079.0,
LUCENT TECHNOLOGIES INC,AVAYA TECHNOLOGY CORP,2000-09-29,39,1726079.0,
LUCENT TECHNOLOGIES INC,PARADYNE CORPORATION FORMERLY KNOWN AS ATT PARADYNE CORPORATION,1996-07-31,31,1726079.0,
LUCENT TECHNOLOGIES INC,TYCO ELECTRONICS LOGISTICS AG,2000-12-29,228,1726079.0,
LUDWIG JAMES N,STEELCASE INC,2012-10-15,23,,1050825.0
LUKE HOKSUM HORACE,GOGORO INC,2012-09-12,27,,1886190.0
LYON CHARLES CHRISTOPHER,AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC,2006-10-23,24,,4962.0
M2 MEDICAL AS,M2 GROUP HOLDINGS INC,2009-03-24,26,,1705402.0
MAGNA INTERNATIONAL INC,GRUPO ANTOLÍNIRAUSA SA,2015-08-31,20,749098.0,
MAGNETIC PERIPHERALS INC,SEAGATE TECHNOLOGY INC,1990-05-17,22,,1779474.0
MAHINDRU RUCHI,INTERNATIONAL BUSINESS MACHINES CORPORATION,2018-07-16,25,,51143.0
MALDONADO ROBERTO A,SELECTA BIOSCIENCES INC,2012-05-25,35,,1279704.0
MANTOR MICHAEL,ADVANCED MICRO DEVICES INC,2012-03-05,23,,2488.0
MANVILLE RICHARD B,MATTEL INC,2002-03-22,66,,63276.0
MARCAR ANTHONY EMILE,WALMART STORES INC,2012-10-31,20,,104169.0
MARCAR ANTHONY EMILE,WALMART STORES INC,2012-12-18,20,,104169.0
MARK DARREN M,BLACK DECKER INC,1995-09-19,23,,93556.0
MARMINC THOMAS,FORD GLOBAL TECHNOLOGIES LLC,2018-06-19,33,,932021.0
MARVELL INTERNATIONAL LTD,CAVIUM INTERNATIONAL,2019-12-31,23,1940941.0,
MARVELL SEMICONDUCTOR INC,MARVELL INTERNATIONAL LTD,2008-09-03,31,,1940941.0
MARVELL TECHNOLOGY GROUP LTD,MARVELL INTERNATIONAL LTD,2001-01-19,67,1835632.0,1940941.0
MARVELL WORLD TRADE LTD,MARVELL INTERNATIONAL LTD,2017-06-08,36,,1940941.0
MARVELL WORLD TRADE LTD,MARVELL INTERNATIONAL LTD,2019-09-26,195,,1940941.0
MASHIACH ADI,NYXOAH SA,2018-07-19,85,,1857190.0
MATIS CLARK A,WOLVERINE WORLD WIDE INC,2000-06-01,20,,110471.0
MATIS CLARK A,WOLVERINE WORLD WIDE INC,2005-05-27,23,,110471.0
MATRICS INC,SYMBOL TECHNOLOGIES INC,2004-12-21,42,,1321834.0
MATTINGLY TODD D,WALMART STORES INC,2018-01-25,32,,104169.0
MATTINGLY TODD D,WALMART STORES INC,2018-02-22,50,,104169.0
MATTSON TECHNOLOGY INC,BEIJING ETOWN SEMICONDUCTOR TECHNOLOGY CO LTD,2019-09-25,41,1779474.0,
MATTSON TECHNOLOGY INC,BEIJING ETOWN SEMICONDUCTOR TECHNOLOGY CO LTD,2021-02-19,24,1779474.0,
MATTSON TECHNOLOGY INC,MATTSON TECHNOLOGY INC,2019-09-25,40,1779474.0,1779474.0
MATTSON TECHNOLOGY INC,MATTSON TECHNOLOGY INC,2021-02-19,24,1779474.0,1779474.0
MAXTOR CORPORATION,SEAGATE TECHNOLOGY LLC,2009-05-29,101,,1137789.0
MCCORD JAMES W,DOVER TECHNOLOGY INTERNATIONAL INC,1985-12-21,23,,105319.0
MCCORMICK JAROD,SILURIA TECHNOLOGIES INC,2015-07-15,22,,1321834.0
MCCRARY REX,ADVANCED MICRO DEVICES INC,2012-03-27,21,,2488.0
MCGIMPSEY DONALD ROBERT,AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC,2006-11-28,21,,4962.0
MCHUGH WAYNE THOMAS,GANART TECHNOLOGIES INC,2010-01-29,21,,1321834.0
MCNULTY CHRISTOPHER THOMAS,HYPERFINE RESEARCH INC,2018-09-10,21,,1833769.0
MCWILLIAMS DOUGLAS STEPHENS,EASTMAN CHEMICAL COMPANY,2006-03-24,23,,915389.0
MEI CALIFORNIA INC,MICRON TECHNOLOGY INC,2001-03-22,46,,723125.0
MENDLEIN JOHN D,ATYR PHARMA INC,2013-07-11,36,,1339970.0
MERCK CO INC,MICROSOFT CORPORATION,2009-06-26,28,310158.0,
MERCK SHARP DOHME CORP,SIRNA THERAPEUTICS INC,2014-03-24,66,,2036042.0
MERRELL DOW PHARMACEUTICALS INC,MERRELL PHARMACEUTICALS INC,1995-09-15,34,1751788.0,1691082.0
MERRIMACK PHARMACEUTICALS INC,IPSEN BIOPHARM LTD,2017-04-03,24,1691082.0,
MESSALE CLAUDIO,FORD GLOBAL TECHNOLOGIES LLC,2018-09-26,23,,932021.0
METROS CRAIG,FORD GLOBAL TECHNOLOGIES LLC,2019-03-27,30,,932021.0
METROS CRAIG S,FORD GLOBAL TECHNOLOGIES LLC,2016-01-05,23,,932021.0
METROS CRAIG S,FORD GLOBAL TECHNOLOGIES LLC,2016-12-19,21,,932021.0
METROS CRAIG S,FORD GLOBAL TECHNOLOGIES LLC,2018-01-10,29,,932021.0
METROS CRAIG S,FORD GLOBAL TECHNOLOGIES LLC,2018-04-04,20,,932021.0
MEYER ANTHONY,FORD GLOBAL TECHNOLOGIES LLC,2018-06-19,20,,932021.0
MICROELECTRONICS AND COMPUTER TECHNOLOGY CORPORATION,SI DIAMOND TECHNOLOGY INC,1997-12-16,23,,1779474.0
MICRON TECHNOLOGY INC,APTINA IMAGING CORPORATION,2008-09-26,271,723125.0,
MICRON TECHNOLOGY INC,APTINA IMAGING CORPORATION,2008-10-03,177,723125.0,
MICRON TECHNOLOGY INC,MOSAID TECHNOLOGIES INCORPORATED,2009-06-09,20,723125.0,
MICRON TECHNOLOGY INC,ROUND ROCK RESEARCH LLC,2009-12-23,50,723125.0,
MICRON TECHNOLOGY INC,ROUND ROCK RESEARCH LLC,2009-12-30,64,723125.0,
MICROPYRETICS HEATERS INTERNATIONAL INC,MHI HEALTH DEVICES LLC,2015-12-17,30,105319.0,
MIDEA AMERICA CORPORATION,MIDEA GROUP CO LTD,2017-12-19,38,,2039784.0
MIHIC MATTHEW,BEA SYSTEMS INC,2005-08-01,27,,1352010.0
MIN JINKI,LG ELECTRONICS INC,2020-01-07,27,,2058873.0
MIRALLES CARLOS THOMAS,AEROVIRONMENT INC,2010-02-02,28,,1368622.0
MISHRA RAHUL,INTERNATIONAL BUSINESS MACHINES CORPORATION,2014-11-17,21,,51143.0
MISTRY XITIJ,FORD GLOBAL TECHNOLOGIES LLC,2018-04-03,25,,932021.0
MITCHELL MELVIN GLENN,EASTMAN CHEMICAL COMPANY,2019-09-12,33,,915389.0
MITEL CLOUD SERVICES INC,RINGCENTRAL INC,2022-01-28,33,,1384905.0
MITRA SOUVICK,INTERNATIONAL BUSINESS MACHINES CORPORATION,2014-11-17,21,,51143.0
MOERTL DANIEL F,INTERNATIONAL BUSINESS MACHINES CORPORATION,2014-11-19,24,,51143.0
MOHAWK INDUSTRIES INC,ALADDIN MANUFACTURING CORPORATION,2019-03-29,22,851968.0,
MOHR PAUL W,INTUITIVE SURGICAL OPERATIONS INC,2015-09-25,22,,1035267.0
MOHUNDRO JAMES GLENN,PACIFIC MARKETING INTERNATIONAL HK LTD,2004-03-16,65,,1940941.0
MOLECUMETICS LTD,MYRIAD PHARMACEUTICALS INC,2003-05-30,29,,1691082.0
MONDELLO ANTONINO,MICRON TECHNOLOGY INC,2019-12-13,40,,723125.0
MONTGOMERY JOSHUA,AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC,2004-07-07,20,,4962.0
MOON JOOHEE,SK TELECOM CO LTD,2010-10-16,22,,1015650.0
MOON JOOHEE,SK TELECOM CO LTD,2011-02-16,20,,1015650.0
