permno,cik
79198,0000899751
79205,0000899823
79209,0000898777
79212,0000868809
79213,0000900391
79219,0000901172
79232,0000903126
79237,0001451505
79244,0000757011
79245,0000902476
79247,0000902272
79248,0000903129
79250,0000101788
79255,0000902277
79260,0000900619
79261,0000902056
79262,0000902281
79265,0000354908
79276,0000906108
79280,0000828146
79283,0000896195
79285,0000797164
79287,0000863111
79299,0000901491
79301,0000750339
79305,0000901620
79307,0000904979
79314,0000900392
79315,0000844161
79322,0000722313
79323,0000899051
79335,0000060731
79336,0000902274
79338,0000750004
79362,0000904851
79363,0000901832
79365,0000816568
79367,0000863872
79371,0000904898
79376,0000864264
79377,0000867105
79378,0000906520
79379,0000875942
79387,0000906419
79390,0000904973
79399,0000906193
79401,0000895330
79405,0000906768
79407,0000895565
79410,0000101909
79419,0000906612
79420,0000906473
79422,0000906523
79425,0000892038
79427,0000099047
79467,0000907687
79471,0000887893
79472,0000908598
79473,0000906054
79478,0000884621
79480,0000895380
79484,0000896978
79497,0000889330
79498,0000905435
79501,0000769191
79503,0000908985
79504,0001002210
79505,0000908440
79510,0000910071
79521,0000908180
79528,0000869570
79530,0000230602
79532,0000852952
79544,0000812594
79545,0000908255
79553,0000906549
79562,0000806514
79563,0000909963
79564,0001645494
79568,0000909326
79570,0000896771
79572,0000910072
79573,0000102109
79574,0000910320
79579,0000909722
79586,0000846913
79588,0001418135
79598,0000901099
79603,0000807708
79607,0000910619
79610,0000910057
79611,0000072573
79612,0000909793
79613,0000910655
79615,0000824435
79616,0000910032
79623,0000877210
79624,0000900095
79628,0000909791
79634,0000821407
79636,0000903571
79668,0000913142
79670,0000907072
79674,0000911115
79675,0000912601
79676,0000911364
79677,0000910566
79678,0000718877
79683,0000893162
79686,0000910521
79687,0000911561
79689,0000911649
79690,0000895947
79698,0000749251
79699,0000911671
79700,0000911565
79702,0000911216
79703,0000802724
79704,0000888693
79707,0000830404
79708,0000884637
79710,0000913285
79712,0000911002
79716,0000911149
79718,0000867058
79723,0000904896
79724,0000899723
79734,0001041368
79745,0000910620
79750,0001067318
79751,0000910058
79757,0000907285
79758,0000906553
79776,0000706698
79780,0000813781
79787,0000873952
79794,0000913056
79797,0000914398
79798,0000912842
79799,0001041577
79815,0000914225
79817,0000858876
79837,0000046012
79838,0001068049
79839,0000780571
79840,0000731181
79846,0000912607
79847,0000892025
79848,0000704386
79850,0000912241
79852,0000851943
79853,0000887701
79856,0000700816
79858,0000912156
79859,0000910073
79860,0000103341
79862,0000912562
79864,0000102752
79868,0000911636
79877,0000832175
79878,0000912767
79879,0000912093
79880,0000912464
79883,0001682467
79888,0000912600
79901,0001100091
79902,0000912295
79905,0000911645
79906,0000879169
79929,0000913060
79931,0000913034
79932,0000913364
79933,0000869554
79935,0000913293
79940,0000913598
79942,0000913344
79943,0000854093
79950,0000913590
79958,0000882159
79962,0000913599
79971,0000912908
79973,0000895812
79976,0000913596
79977,0000901219
79991,0000913949
79993,0000914272
80005,0000706314
80012,0000722392
80013,0000312907
80017,0000844985
80019,0000914139
80020,0000914027
80023,0000913032
80026,0000914252
80028,0000883741
80029,0001005501
80030,0000913610
80036,0000913665
80038,0000913600
80039,0000814013
80042,0000876400
80044,0000912086
80049,0000913885
80050,0000914156
80053,0000834557
80055,0001084408
80057,0000104519
80069,0000879407
80070,0000311337
80071,0000002310
80074,0000913267
80079,0000912513
80080,0000915389
80082,0000905424
80093,0000912599
80094,0000904255
80104,0000912899
80105,0000914601
80108,0000884065
80111,0000910654
80113,0000865941
80119,0000033073
80120,0000102724
80126,0000914397
80128,0000102729
80132,0000915197
80145,0000915916
80146,0000915359
80152,0000102744
80153,0000914923
80158,0000914271
80165,0000915324
80167,0000910406
80185,0000914025
80186,0000842699
80188,0000861631
80191,0000915913
80204,0000916076
80210,0000052827
80222,0000916073
80231,0000914978
80233,0000915779
80235,0000810467
80236,0000915778
80237,0000916529
80238,0000915910
80248,0000876318
80249,0000916304
80252,0000916238
80254,0000911109
80257,0000915866
80263,0000899183
80266,0000918386
80267,0000718432
80274,0000915358
80276,0000916793
80279,0000916235
80280,0000913666
80286,0000916365
80290,0000916314
80302,0000919048
80306,0000882796
80307,0000885590
80309,0000917857
80310,0000919015
80313,0000917639
80321,0000853258
80322,0000916068
80324,0000894232
80329,0000866374
80332,0000918647
80334,0000917471
80341,0000918251
80343,0000918541
80347,0000103071
80353,0000915127
80357,0000918580
80361,0001732845
80365,0000882537
80368,0000917523
80372,0000917821
80381,0000915912
80382,0000918653
80393,0000918027
80410,0000913340
80415,0000918646
80420,0000873998
80422,0000842162
80423,0000915775
80424,0000914713
80425,0000887627
80433,0001047175
80434,0000919443
80439,0000918946
80442,0000899042
80443,0000918999
80444,0000919570
80446,0001699150
80451,0000103168
80452,0000919745
80453,0000919548
80455,0000860518
80460,0000921030
80461,0000919563
80463,0000901696
80464,0000830476
80465,0000915355
80469,0000920354
80482,0000916545
80484,0000917173
80485,0000881524
80486,0000203530
80487,0000918381
80488,0000919746
80491,0000920982
80495,0000914373
80506,0000921146
80510,0000919964
80515,0000722056
80523,0000716861
80524,0000892160
80526,0000920000
80530,0000920029
80534,0000864240
80536,0000919010
80537,0000855182
80538,0000920910
80539,0000906709
80540,0000921753
80543,0000094610
80548,0000906730
80554,0000919646
80559,0000920947
80560,0000890465
80561,0000920374
80564,0000917736
80566,0000320357
80571,0000919642
80572,0000917734
80577,0000921114
80579,0000920691
80592,0000921503
80593,0000919998
80598,0000899504
80599,0000806085
80600,0000920758
80609,0000915859
80612,0000865532
80613,0000921147
80619,0000921433
80621,0000921500
80624,0000914066
80629,0000918066
80631,0000922285
80634,0000822746
80635,0000921582
80640,0000920465
80643,0000922658
80645,0000920611
80646,0000718396
80651,0000920464
80652,0000922521
80657,0000873619
80659,0000921915
80661,0000919374
80667,0000922978
80675,0000922624
80678,0000922321
80690,0000926683
80694,0000921754
80698,0000901416
80699,0000918252
80702,0000912083
80709,0000924677
80713,0000846815
80730,0000922814
80731,0001560968
80738,0000922488
80740,0000833298
80750,0000907111
80756,0000922865
80758,0000912365
80759,0000063296
80763,0000922204
80772,0000919168
80774,0000923796
80785,0000737602
80789,0000925655
80791,0000926282
80793,0000723922
80796,0000924645
80798,0000926763
80803,0000835585
80810,0000916485
80812,0000924168
80829,0000066895
80833,0000891504
80836,0000923410
80843,0000925054
80845,0000889987
80852,0000925548
80858,0000919013
80861,0000925601
80863,0000769594
80881,0000703607
80900,0000353482
80913,0000002135
80918,0000884731
80921,0000928753
80924,0000908937
80928,0000916540
80929,0000351237
80932,0000928064
80934,0000871629
80935,0000752268
80940,0000925956
80942,0000815910
80943,0000928421
80946,0000890784
80947,0000922821
80952,0000924835
80955,0000838875
80957,0001897982
80968,0000925174
80973,0000929037
80976,0000929457
80993,0000875359
80997,0000927133
81001,0000929299
81002,0000929548
81003,0000928878
81004,0000921046
81007,0000927362
81008,0000920038
81010,0001517396
81012,0000908121
81013,0000928876
81018,0000873287
81020,0000928422
81030,0000929872
81038,0000929058
81040,0000887225
81042,0000929700
81044,0000889132
81055,0000927628
81056,0000928950
81060,0000930796
81061,0000927653
81066,0000887023
81074,0000930795
81076,0000931125
81081,0000928908
81084,0000925528
81088,0000925006
81089,0000930542
81098,0000774695
81100,0000878543
81102,0000869886
81105,0001109401
81106,0000879136
81109,0000853695
81113,0000929757
81116,0000103145
81121,0000932793
81124,0000032621
81126,0000929987
81132,0000932787
81138,0000929887
81139,0000103777
81142,0000931784
81143,0000011027
81147,0000722580
81162,0000932111
81165,0000926423
81166,0000932203
81171,0000731819
81173,0000931948
81178,0000932064
81189,0001030708
81190,0000103872
81193,0000925260
81194,0000934590
81196,0000911167
81199,0000899444
81201,0000916380
81212,0000894738
81213,0000931154
81217,0000896281
81218,0000851729
81219,0000725282
81220,0000932696
81221,0000932631
81224,0000932129
81225,0000922612
81227,0000356550
81228,0000884888
81232,0000894776
81233,0000894770
81241,0000933974
81242,0000933020
81248,0000933524
81255,0000932980
81256,0000854701
81265,0000824225
81275,0000934550
81278,0000933034
81281,0000932290
81282,0000935036
81283,0000931947
81284,0000927971
81285,0000836102
81288,0000023341
81289,0000762953
81290,0000912088
81292,0000934648
81293,0000933730
81294,0000105132
81309,0000933452
81331,0000104040
81382,0000104174
81472,0000937966
81475,0000934747
81483,0000938481
81486,0000932021
81487,0000038195
81501,0000935494
81502,0000935493
81503,0000937598
81506,0000936653
81509,0000934741
81512,0000794154
81517,0000858905
81519,0000935418
81537,0000935503
81539,0000940332
81543,0000740761
81547,0001501919
81550,0000936734
81563,0000937265
81575,0000943324
81576,0000933745
81595,0000934795
81596,0000876320
81597,0000942124
81598,0000943003
81613,0000934849
81614,0000104897
81619,0000879712
81620,0000313716
81621,0000851310
81624,0000943034
81625,0000943946
81626,0000942133
81631,0000934620
81633,0000909183
81636,0000929547
81642,0000942787
81646,0000751160
81648,0000913692
81650,0000943894
81653,0000215219
81655,0000940944
81661,0001056874
81665,0000945114
81677,0000943452
81678,0000059527
81683,0000943892
81689,0000942138
81690,0000789857
81691,0000920707
81692,0000945123
81693,0000945179
81696,0001001082
81698,0000880321
81699,0000943318
81700,0000104987
81702,0000105076
81703,0000932277
81705,0000914329
81712,0000945093
81713,0000944400
81715,0000945446
81722,0000944947
81724,0000888999
81733,0000900122
81736,0000943819
81737,0000105085
81741,0000944075
81742,0000945127
81743,0000767673
81747,0000943820
81750,0000945256
81751,0000889842
81752,0000918387
81753,0000105096
81756,0000944739
81760,0000929900
81761,0000746210
81774,0000831259
81776,0000945436
81784,0000911971
81796,0000105186
81833,0000105310
81841,0000105318
81854,0000946360
81857,0000941548
81862,0000934094
81869,0000944480
81872,0000945441
81874,0000946154
81877,0000859360
81882,0000945801
81884,0000942143
81886,0000888358
81887,0000946732
81889,0000923473
81890,0000946144
81897,0000945901
81898,0000936130
81903,0000917415
81904,0000944802
81905,0000932985
81912,0000859163
81914,0000862450
81920,0000946356
81922,0000929807
81925,0000931148
82156,0000946486
82159,0000946737
82160,0000948069
82163,0000887247
82167,0000947483
82173,0000948640
82177,0000947482
82179,0000917520
82186,0000944727
82191,0000946815
82200,0000944458
82201,0000944522
82206,0000919242
82207,0000868326
82209,0000946487
82212,0000930420
82216,0000946736
82219,0000946345
82232,0000795615
82233,0000927600
82235,0000948845
82242,0000948844
82245,0000946362
82247,0000949335
82255,0000949341
82258,0000931686
82261,0001076930
82266,0000920321
82269,0000843961
82271,0000790023
82274,0000896861
82281,0000948708
82287,0000949158
82298,0000949039
82304,0001001474
82467,0000884498
82475,0000782145
82485,0000949872
82487,0001000188
82488,0000907410
82489,0000851397
82493,0000885741
82495,0000949369
82502,0000718244
82504,0000943580
82508,0000899923
82509,0000892832
82511,0000946394
82513,0000949699
82515,0000945841
82521,0000873044
82522,0000949301
82525,0000790228
82526,0000949858
82527,0000919173
82535,0000949956
82541,0000870753
82542,0000830524
82546,0001002225
82547,0000927003
82549,0000944248
82550,0001000787
82551,0001001113
82555,0001453015
82559,0001000369
82564,0000915508
82567,0000944809
82575,0000946673
82576,0001001425
82581,0001000228
82582,0000864300
82587,0001001902
82591,0001001289
82593,0000876043
82598,0001002047
82599,0001001385
82603,0000934438
82604,0001001186
82605,0001002663
82606,0001002114
82607,0000799729
82608,0000949702
82610,0001001259
82613,0001001916
82618,0001000180
82619,0000855906
82621,0000855683
82628,0001002176
82634,0000949870
82635,0000899597
82637,0001002242
82639,0001000298
82642,0001001250
82643,0001001288
82647,0000949573
82649,0001000623
82651,0001000697
82654,0001000275
82656,0001958086
82663,0001002125
82664,0000865415
82667,0001003640
82669,0000926331
82670,0001001316
82673,0000872918
82678,0000949428
82679,0001002518
82681,0000919583
82684,0000074278
82686,0000877890
82688,0001072546
82693,0000900096
82695,0001158846
82697,0001001718
82699,0000095052
82700,0000873064
82702,0001723128
82704,0001002607
82705,0000106521
82717,0001002811
82719,0001002131
82720,0001002037
82722,0001003113
82723,0001002524
82726,0000866415
82727,0000919794
82729,0000866933
82732,0000892191
82734,0001002388
82738,0001000297
82744,0001002175
82746,0000884939
82747,0001001907
82755,0001002531
82759,0001002517
82762,0001002135
82763,0000854398
82766,0001003022
82767,0001003471
82768,0001000683
82775,0000874766
82776,0001001149
82779,0001000694
82780,0001003467
82784,0001003470
82801,0000352183
82806,0000200533
82807,0001003481
82810,0001003111
82811,0000770944
82816,0000771249
82817,0001000926
82824,0000861838
82830,0001003935
82831,0001516479
82832,0001002532
82833,0001002638
82839,0001003950
82846,0000094538
82848,0002034400
82853,0001004313
82859,0000887921
82861,0001000227
82863,0000908262
82895,0000351485
82959,0000107189
82991,0000107294
83011,0000719955
83030,0000872821
83046,0000107460
83089,0000730565
83111,0000899866
83112,0000821026
83113,0001005010
83120,0001005229
83121,0001004960
83123,0000896778
83124,0001005757
83126,0000351816
83128,0001004232
83129,0001005230
83130,0000930885
83131,0001591877
83134,0001005270
83136,0001005122
83142,0000217084
83143,0001020569
83145,0001006045
83146,0001261734
83148,0001005286
83149,0000889971
83151,0000877902
83154,0000907658
83163,0000769874
83181,0001006026
83185,0001003932
83186,0000714603
83188,0001009001
83189,0000845752
83191,0000904900
83229,0001005291
83230,0001007022
83234,0001002132
83235,0000893573
83238,0001006027
83242,0001007018
83244,0000949157
83251,0000849778
83255,0000941625
83262,0001007321
83269,0001003641
83270,0001005967
83275,0001005731
83276,0000050587
83277,0000930090
83278,0001002536
83283,0001006892
83290,0001008130
83291,0001102541
83297,0001007594
83303,0001004989
83307,0000880804
83309,0000894572
83317,0000919722
83322,0001007021
83323,0001007787
83324,0000914698
83325,0001011694
83326,0001047693
83332,0001006240
83333,0001060232
83334,0001006603
83342,0001006269
83348,0001007508
83349,0001006030
83357,0001007047
83358,0001007997
83359,0001005504
83366,0001009672
83368,0001009677
83374,0000799526
83377,0001006195
83378,0000887920
83379,0001009871
83382,0000909494
83383,0001005969
83386,0001009304
83390,0001007587
83392,0001007992
83395,0000915846
83397,0001003383
83399,0001000230
83404,0001010397
83405,0001010552
83407,0001006691
83411,0001006655
83412,0000892112
83413,0001008817
83416,0001007800
83418,0000894268
83422,0001010612
83431,0001007297
83433,0000108215
83435,0001011006
83436,0001007084
83454,0001014667
83457,0000927417
83461,0000797984
83463,0001013626
83466,0000902600
83470,0000906873
83473,0000899381
83475,0000932903
83478,0001009405
83482,0001010917
83485,0001011108
83487,0000880259
83489,0001011067
83492,0000745374
83495,0001011582
83496,0001009395
83497,0000879898
83500,0000863680
83503,0000913165
83509,0000887936
83516,0000890763
83519,0001012134
83520,0001009829
83527,0001010915
83529,0000896400
83531,0001002637
83533,0001009680
83534,0000914475
83535,0001012131
83537,0000940518
83539,0000926019
83541,0001012140
83543,0000889992
83550,0000894906
83552,0001013557
83553,0001009675
83554,0001063254
83555,0001011065
83559,0001402436
83561,0001008993
83563,0001011218
83566,0001002902
83567,0001012370
83574,0000946945
83575,0000882873
83582,0001010788
83586,0001013556
83592,0001011060
83594,0000854709
83595,0001012369
83596,0001007456
83597,0001013237
83601,0000108516
83602,0001014111
83604,0001015650
83610,0001015111
83613,0001003539
83615,0001123337
83616,0000913077
83618,0000883697
83621,0001013462
83622,0001013238
83625,0001012887
83630,0000920448
83632,0000886530
83633,0001013606
83638,0001012270
83639,0001015922
83645,0001012367
83647,0001016118
83649,0001011888
83650,0001012128
83651,0001962738
83653,0001012394
83654,0000930775
83656,0001012477
83658,0001013466
83660,0001014622
83666,0001003608
83669,0001012393
83670,0000946073
83671,0000768899
83677,0001013786
83678,0000920645
83681,0000947268
83684,0001014839
83686,0001015820
83687,0000108703
83692,0001012480
83693,0001006835
83697,0000899753
83699,0001011657
83700,0000929473
83704,0000880562
83707,0000902010
83709,0000774937
83716,0000311848
83722,0001013351
83725,0001010613
83730,0000934549
83732,0001013050
83733,0001012468
83738,0000708781
83740,0001013696
83742,0000727634
83744,0001015577
83745,0000829764
83749,0000945269
83755,0000855585
83756,0000886744
83759,0000712774
83761,0001237941
83762,0000946644
83763,0000857353
83769,0000911148
83776,0001014955
83778,0001011255
83779,0001013857
83782,0000916444
83795,0001013170
83800,0001014041
83801,0001013749
83807,0000893160
83808,0000865917
83809,0001009802
83813,0001013148
83821,0001016179
83830,0000915901
83832,0000911583
83835,0000947263
83836,0000935155
83840,0001014763
83844,0001015739
83849,0000913443
83857,0001015360
83859,0000887137
83860,0001016177
83861,0001015483
83862,0001015780
83863,0000319191
83869,0001017136
83873,0000922341
83884,0000920990
83885,0000065770
83891,0001012141
83896,0001006028
83902,0001017545
83906,0000861878
83908,0001016470
83910,0001017303
83913,0001021263
83916,0001013880
83919,0000108976
83922,0000924862
83925,0000805956
83926,0001019779
83928,0000897067
83930,0001020866
83941,0000889085
83944,0001016229
83946,0001017172
83947,0000934851
83950,0000831547
83953,0001017259
83956,0000897893
83960,0001017047
83961,0001019361
83963,0000911577
83967,0001016006
83971,0001014586
83977,0001017799
83980,0000715095
83981,0000916457
83985,0001540145
83987,0001333141
83988,0001045309
83993,0001016475
83995,0001018099
84005,0000923282
84007,0000873860
84008,0001021620
84009,0001071923
84010,0000896264
84013,0001019878
84018,0001019808
84020,0001595262
84024,0001019900
84026,0001017673
84031,0001022080
84032,0001021860
84034,0001017641
84036,0001020265
84041,0001021162
84044,0000770403
84047,0000898805
84050,0001015298
84051,0000704292
84052,0001019695
84055,0001013920
84056,0000830656
84057,0000818813
84060,0000912183
84074,0001017546
84077,0000910168
84078,0001010677
84086,0001019656
84099,0001016169
84102,0000109312
84103,0001019737
84114,0001015923
84119,0001017362
84127,0000928737
84130,0001020394
84134,0000917524
84135,0001013355
84136,0000885259
84137,0000722255
84144,0001008946
84145,0000109413
84146,0000933454
84151,0001016181
84153,0000727621
84155,0001013605
84157,0000912890
84158,0001024564
84161,0000730716
84165,0000946770
84168,0001018003
84172,0001021561
84173,0001468091
84174,0001022911
84179,0001024519
84181,0000016868
84184,0000727207
84186,0000816066
84192,0000949173
84194,0001026658
84207,0001027664
84219,0001013033
84223,0001021810
84232,0000935497
84234,0001022408
84239,0001022701
84241,0000731647
84247,0001006837
84253,0001023184
84255,0001019671
84258,0001013698
84259,0000809803
84266,0001025881
84268,0001021991
84279,0001022622
84280,0001018332
84281,0000946840
84288,0000921898
84291,0000933405
84300,0001022693
84304,0001008653
84307,0001002717
84311,0001024452
84312,0001017829
84317,0001024047
84320,0001024732
84325,0000944508
84326,0001018693
84327,0001025711
84328,0001019265
84329,0001020716
84330,0001023362
84338,0001022705
84342,0001020416
84344,0001026266
84348,0000797721
84349,0001023813
84352,0001024520
84364,0001023131
84372,0000070866
84373,0001022079
84375,0001024725
84376,0001017921
84381,0001024478
84383,0001025361
84387,0001026655
84388,0001029144
84403,0000108312
84409,0000011390
84411,0000862692
84413,0001020214
84419,0001024672
84420,0001027702
84422,0000876103
84426,0000812890
84434,0000921960
84436,0000925524
84438,0001024795
84510,0001109808
84511,0000887359
84512,0001030739
84514,0001487310
84519,0000936395
84525,0001016100
84529,0001003464
84536,0001026221
84542,0001031140
84543,0001001915
84544,0001032346
84549,0000311407
84550,0001028262
84552,0001027539
84555,0000889930
84559,0001026650
84560,0000870345
84561,0000845818
84562,0001027915
84563,0000849869
84571,0000924940
84572,0001014653
84581,0001024126
84584,0001029506
84585,0001030708
84588,0000812011
84596,0001016546
84597,0001173431
84604,0000891293
84605,0000940659
84607,0000808326
84620,0001018952
84621,0001032975
84624,0001675820
84625,0001030485
84631,0001027032
84634,0001022097
84635,0001002360
84636,0001015328
84639,0000944763
84651,0001027884
84656,0001034670
84666,0000075448
84718,0000947798
84721,0001031798
84722,0001030418
84723,0000003570
84729,0001029631
84730,0001058027
84731,0001012481
84746,0001032067
84747,0001027821
84752,0000944310
84753,0001026506
84755,0001031107
84762,0001029825
84769,0000820313
84772,0001037962
84780,0001011570
84785,0001022368
84787,0000913283
84788,0001018724
84789,0001019731
84802,0001014552
84817,0001032330
84820,0000016859
84823,0001007209
84827,0000917273
84829,0000851292
84832,0000929775
84836,0001037388
84839,0000719722
84997,0001010919
84998,0001036713
85002,0000873303
85003,0001026792
85005,0001022570
85010,0001036436
85013,0001036262
85021,0000874019
85026,0001028339
85029,0001036081
85030,0001036992
85032,0001037949
85034,0001034239
85035,0001604778
85041,0000725182
85046,0001010026
85059,0001035983
85067,0001032220
85069,0001030054
85072,0001037038
85073,0001035713
85078,0001037682
85080,0001038914
85081,0001039765
85156,0000737717
85158,0001020017
85160,0001020620
85162,0001037002
85164,0000002589
85166,0001028285
85168,0000866829
85173,0000941604
85175,0001038223
85177,0001023731
85182,0001041840
85187,0001038133
85195,0001040622
85196,0001035826
85203,0001011632
85205,0000868278
85206,0001041844
85208,0001014507
85211,0001029023
85212,0000924515
85216,0001039184
85219,0001020910
85225,0001035181
85231,0001035884
85239,0001039300
85245,0001028584
85246,0001037976
85250,0001041073
85252,0000003398
85254,0001565025
85255,0001040596
85256,0000040656
85257,0001037868
85261,0001243429
85266,0001043382
85268,0001041095
85269,0001035002
85272,0001040470
85281,0001038005
85291,0001031028
85293,0000907654
85297,0001044615
85303,0001031980
85304,0000882484
85306,0001020579
85311,0001040261
85313,0000936537
85314,0001036188
85315,0000906829
85319,0001040426
85325,0001051345
85333,0001042783
85335,0000047824
85347,0001044863
85349,0001113256
85351,0001041426
85353,0001030484
85358,0001041866
85367,0000004886
85372,0000917491
85376,0000899394
85380,0000798757
85382,0000932352
85395,0001042821
85397,0001016838
85401,0001010086
85421,0001117795
85424,0001042893
85425,0001038143
85434,0001041799
85439,0000350832
85440,0001043337
85442,0001046179
85445,0001044590
85446,0001136808
85449,0001047340
85457,0001042418
85458,0000915290
85459,0001043277
85463,0001042561
85464,0000911177
85466,0001034365
85478,0001033491
85480,0001018350
85481,0001044660
85484,0001042488
85486,0001111559
85488,0001039065
85496,0001001426
85502,0001036044
85511,0000911326
85514,0001044100
85516,0001042825
85517,0001046311
85520,0000827056
85521,0001040660
85522,0000711065
85526,0000720154
85535,0000766705
85539,0001015155
85540,0001042187
85549,0001043914
85550,0001045014
85556,0000900091
85558,0001048132
85560,0001011418
85561,0000854418
85564,0001037649
85565,0000883107
85567,0001001115
85571,0000835887
85572,0001031927
85576,0001046327
85578,0001026405
85588,0001036261
85589,0001046112
85597,0001044612
85608,0001048515
85611,0001045769
85612,0001044979
85621,0001037646
85622,0001034258
85625,0001487730
85631,0000769397
85636,0001045520
85645,0001046257
85646,0001046859
85663,0001067701
85666,0000754876
85668,0000921506
85671,0000896747
85672,0001044865
85673,0001018336
85674,0000720411
85685,0000856569
85686,0001808665
85690,0000911684
85698,0001049253
85699,0000913275
85704,0001038271
85706,0001018735
85709,0001000278
85710,0000833640
85711,0000909298
85713,0001009833
85715,0001047385
85716,0001045150
85734,0001020359
85735,0000846615
85738,0001049521
85739,0000944765
85744,0001041024
85753,0001014473
85754,0000009096
85760,0001032997
85767,0001046128
85770,0001046131
85777,0001440130
85782,0001024096
85796,0001050825
85802,0000885672
85803,0001048982
85809,0001051430
85816,0001049480
85817,0000853867
85824,0001047202
85825,0001161396
85827,0000946392
85836,0001036425
85837,0000949876
85839,0001050007
85847,0000802967
85850,0000930481
85851,0001025863
85854,0001000495
85855,0001016794
85858,0001049588
85863,0001050797
85864,0001030653
85869,0000771498
85878,0000929846
85879,0001053148
85880,0000814250
85881,0001042162
85886,0001050377
85888,0000936402
85889,0000924717
85890,0001056910
85894,0001051490
85903,0001049606
85908,0001045309
85913,0001048286
85914,0000764478
85924,0001052637
85926,0001012100
85930,0001056312
85934,0001058258
85938,0001057876
85946,0001041652
85951,0001053650
85952,0000948929
85953,0001029744
85958,0001057708
85961,0001057997
85962,0001031911
85963,0001054374
85972,0001053706
85977,0001051904
85981,0000737738
85985,0001052958
85986,0001051431
85991,0000794323
85992,0001056696
85993,0001025148
85995,0001030339
86003,0001055355
86017,0000849240
86021,0001039101
86026,0001054905
86030,0000924654
86034,0000865754
86042,0001003344
86047,0001047127
86051,0001051627
86052,0000774553
86054,0001056294
86055,0001057709
86057,0001002276
86060,0000945379
86062,0001052054
86074,0000752268
86078,0001037827
86080,0001006281
86083,0001054102
86088,0001034379
86090,0000946661
86098,0001034760
86105,0000887985
86107,0001019876
86110,0001062066
86111,0001053507
86115,0001030894
86122,0000933738
86128,0001057060
86131,0001016965
86135,0001062814
86136,0001032208
86144,0001062579
86145,0001061571
86154,0001057207
86158,0001058290
86173,0001024302
86174,0001057232
86176,0001047699
86177,0001043818
86180,0001059786
86188,0000924505
86190,0000898685
86191,0000764579
86197,0001014851
86198,0001040017
86211,0001050446
86218,0000932872
86228,0001060391
86233,0001065059
86235,0001052837
86236,0001062478
86237,0001059763
86239,0000019020
86244,0001061646
86246,0001018074
86251,0001022964
86260,0000031347
86276,0001060753
86281,0000711039
86284,0001025573
86288,0001057352
86290,0000766792
86291,0001018117
86303,0000922960
86305,0001062047
86316,0001063980
86319,0000854852
86320,0001059574
86322,0001062530
86323,0001034088
86324,0001031283
86329,0001058828
86333,0001047188
86337,0001052303
86338,0001062195
86339,0001051470
86344,0001065253
86349,0001070304
86356,0001065088
86360,0001065049
86362,0000945699
86366,0001072397
86368,0001066806
86376,0001069336
86381,0001067318
86388,0001009779
86390,0001039759
86396,0001089720
86404,0001072670
86413,0001072483
86418,0001065331
86420,0001066284
86425,0001067056
86430,0001006368
86444,0001055726
86447,0001070794
86448,0001068044
86474,0000740664
86489,0000827187
86496,0001069353
86498,0001065857
86511,0000766041
86525,0001066026
86527,0001065246
86534,0001039889
86535,0001057293
86540,0001044007
86544,0001068875
86547,0001062231
86548,0001072343
86554,0000773548
86569,0001043769
86572,0001050140
86578,0001071255
86580,0001045810
86581,0001075880
86586,0000878436
86591,0001521332
86594,0000056679
86597,0000738830
86602,0000894253
86709,0001065087
86717,0001073349
86721,0001326583
86724,0001025134
86725,0001073431
86728,0001056358
86735,0001073967
86739,0001042185
86741,0001075316
86745,0001070235
86750,0001080063
86763,0001023364
86767,0001059623
86768,0001060801
86770,0001052102
86771,0001081022
86776,0001067491
86777,0001074767
86778,0001049502
86783,0001075531
86785,0000922932
86786,0000026537
86789,0001079028
86791,0001079023
86792,0001015854
86795,0001075314
86810,0001069878
86817,0001079171
86822,0001078271
86829,0000882509
86830,0001080099
86836,0001078295
86838,0001078203
86839,0001077618
86840,0000850579
86844,0001058425
86850,0001030058
86860,0001078693
86868,0000886982
86869,0000892450
86876,0000929008
86878,0001080359
86881,0001009626
86887,0001080340
86889,0001078207
86890,0001080224
86897,0001065351
86898,0001018035
86900,0001050132
86902,0001039446
86907,0001081015
86913,0001080306
86914,0001081290
86917,0000701319
86922,0001051118
86926,0001057758
86929,0001086434
86933,0000751148
86941,0000769525
86943,0000313216
86945,0001045280
86946,0001275283
86949,0001065837
86954,0001082064
86958,0000934280
86959,0001080667
86964,0001048695
86968,0001060439
86969,0001081197
86978,0001084329
86979,0001043604
86982,0001078717
86988,0000888953
86990,0001831096
86991,0001084400
86999,0001073508
87000,0001082923
87005,0000814055
87006,0001082554
87009,0001071620
87010,0001085763
87013,0001084755
87016,0001774170
87021,0001078259
87022,0001060311
87023,0001036968
87027,0001084304
87028,0001070602
87029,0001066806
87031,0000318771
87034,0001069202
87035,0000771252
87043,0000709283
87051,0001077926
87053,0000924383
87056,0001048477
87057,0000815508
87058,0001047499
87061,0001084577
87065,0001085061
87074,0001077370
87075,0001084048
87076,0001016613
87081,0001084827
87082,0001086472
87084,0001082324
87087,0001052593
87089,0001042173
87092,0001085280
87094,0001089463
87095,0001060595
87097,0001062019
87099,0001086195
87100,0001054298
87102,0001068292
87103,0001131806
87105,0001086467
87106,0001084573
87108,0001084722
87111,0001085776
87118,0001011344
87119,0000778808
87127,0000769589
87128,0000924613
87129,0001076770
87131,0001060749
87137,0001090012
87138,0001054070
87139,0001036960
